2024-06-26T13:16:54.903Z,-63
2024-06-26T13:17:04.909Z,-63
2024-06-26T13:17:14.926Z,-62
2024-06-26T13:17:24.941Z,-65
2024-06-26T13:17:34.957Z,-63
2024-06-26T13:17:44.973Z,-70
2024-06-26T13:17:54.988Z,-70
2024-06-26T13:18:05.001Z,-73
2024-06-26T13:18:15.036Z,-62
2024-06-26T13:18:25.049Z,-60
2024-06-26T13:18:35.066Z,-60
2024-06-26T13:18:45.080Z,-62
2024-06-26T13:18:55.092Z,-62
2024-06-26T13:19:18.118Z,-66
2024-06-26T13:19:28.121Z,-66
2024-06-26T13:19:38.136Z,-66
2024-06-26T13:19:48.150Z,-64
2024-06-26T13:19:58.164Z,-61
2024-06-26T13:20:08.178Z,-60
2024-06-26T13:20:18.190Z,-59
2024-06-26T13:20:28.204Z,-62
2024-06-26T13:20:38.216Z,-56
2024-06-26T13:20:48.232Z,-71
2024-06-26T13:20:58.243Z,-70
2024-06-26T13:21:08.258Z,-66
2024-06-26T13:21:18.270Z,-58
2024-06-26T13:21:28.282Z,-63
2024-06-26T13:21:38.294Z,-64
2024-06-26T13:21:48.310Z,-62
2024-06-26T13:21:58.327Z,-61
2024-06-26T13:22:08.337Z,-59
2024-06-26T13:22:31.361Z,-61
2024-06-26T13:22:41.366Z,-65
2024-06-26T13:22:51.571Z,-64
2024-06-26T13:23:01.596Z,-63
2024-06-26T13:23:11.505Z,-62
2024-06-26T13:23:21.516Z,-62
2024-06-26T13:23:31.531Z,-63
2024-06-26T13:23:41.543Z,-63
2024-06-26T13:23:51.560Z,-62
2024-06-26T13:24:01.574Z,-63
2024-06-26T13:24:11.587Z,-63
2024-06-26T13:24:21.604Z,-63
2024-06-26T13:24:31.620Z,-63
2024-06-26T13:24:41.631Z,-63
2024-06-26T13:24:51.645Z,-59
2024-06-26T13:25:01.658Z,-63
2024-06-26T13:25:11.670Z,-63
2024-06-26T13:25:21.684Z,-64
2024-06-26T13:25:31.697Z,-61
2024-06-26T13:25:41.711Z,-61
2024-06-26T13:25:51.724Z,-62
2024-06-26T13:26:01.739Z,-62
2024-06-26T13:26:11.755Z,-64
2024-06-26T13:26:21.770Z,-63
2024-06-26T13:26:31.780Z,-63
2024-06-26T13:26:41.794Z,-63
2024-06-26T13:26:51.819Z,-63
2024-06-26T13:27:01.822Z,-62
2024-06-26T13:27:11.832Z,-61
2024-06-26T13:27:21.845Z,-60
2024-06-26T13:27:31.861Z,-61
2024-06-26T13:27:41.876Z,-63
2024-06-26T13:27:51.888Z,-62
2024-06-26T13:28:01.903Z,-63
2024-06-26T13:28:11.925Z,-63
2024-06-26T13:28:21.940Z,-63
2024-06-26T13:28:31.955Z,-60
2024-06-26T13:28:41.973Z,-62
2024-06-26T13:28:51.990Z,-61
2024-06-26T13:29:02.008Z,-61
2024-06-26T13:29:12.011Z,-61
2024-06-26T13:29:22.024Z,-63
2024-06-26T13:29:32.036Z,-63
2024-06-26T13:29:42.052Z,-62
2024-06-26T13:29:52.092Z,-61
2024-06-26T13:30:02.078Z,-63
2024-06-26T13:30:12.094Z,-62
2024-06-26T13:30:22.109Z,-61
2024-06-26T13:30:32.125Z,-62
2024-06-26T13:30:42.140Z,-62
2024-06-26T13:30:52.150Z,-62
2024-06-26T13:31:02.165Z,-62
2024-06-26T13:31:12.178Z,-62
2024-06-26T13:31:22.191Z,-61
2024-06-26T13:31:32.210Z,-63
2024-06-26T13:31:42.217Z,-62
2024-06-26T13:31:52.232Z,-63
2024-06-26T13:32:02.245Z,-63
2024-06-26T13:32:12.256Z,-62
2024-06-26T13:32:22.483Z,-62
2024-06-26T13:32:32.497Z,-76
2024-06-26T13:32:42.509Z,-76
2024-06-26T13:32:52.524Z,-72
2024-06-26T13:33:02.540Z,-73
2024-06-26T13:33:12.552Z,-76
2024-06-26T13:33:22.565Z,-72
2024-06-26T13:33:32.580Z,-74
2024-06-26T13:33:42.594Z,-73
2024-06-26T13:33:52.607Z,-73
2024-06-26T13:34:02.624Z,-72
2024-06-26T13:34:12.637Z,-73
2024-06-26T13:34:22.651Z,-78
2024-06-26T13:34:32.663Z,-80
2024-06-26T13:34:42.676Z,-74
2024-06-26T13:34:52.693Z,-76
2024-06-26T13:35:02.707Z,-74
2024-06-26T13:35:12.725Z,-71
2024-06-26T13:35:22.742Z,-71
2024-06-26T13:35:32.754Z,-67
2024-06-26T13:35:42.766Z,-71
2024-06-26T13:35:52.782Z,-69
2024-06-26T13:36:02.796Z,-69
2024-06-26T13:36:12.810Z,-76
2024-06-26T13:36:22.826Z,-78
2024-06-26T13:36:32.851Z,-76
2024-06-26T13:36:42.867Z,-80
2024-06-26T13:36:52.885Z,-77
2024-06-26T13:37:02.896Z,-77
2024-06-26T13:37:12.914Z,-76
2024-06-26T13:37:22.923Z,-77
2024-06-26T13:37:32.936Z,-71
2024-06-26T13:37:42.948Z,-69
2024-06-26T13:37:53.148Z,-69
2024-06-26T13:38:03.092Z,-65
2024-06-26T13:38:13.082Z,-67
2024-06-26T13:38:23.087Z,-67
2024-06-26T13:38:33.107Z,-70
2024-06-26T13:38:43.118Z,-75
2024-06-26T13:38:53.134Z,-74
2024-06-26T13:39:03.147Z,-80
2024-06-26T13:39:13.160Z,-70
2024-06-26T13:39:23.174Z,-71
2024-06-26T13:39:33.191Z,-72
2024-06-26T13:39:43.199Z,-74
2024-06-26T13:39:53.211Z,-70
2024-06-26T13:40:03.223Z,-71
2024-06-26T13:40:13.235Z,-74
2024-06-26T13:40:23.247Z,-73
2024-06-26T13:40:33.261Z,-73
2024-06-26T13:40:43.274Z,-75
2024-06-26T13:40:53.287Z,-73
2024-06-26T13:41:03.298Z,-73
2024-06-26T13:41:13.312Z,-73
2024-06-26T13:41:23.325Z,-74
2024-06-26T13:41:33.336Z,-74
2024-06-26T13:41:43.352Z,-74
2024-06-26T13:41:53.361Z,-73
2024-06-26T13:42:03.376Z,-73
2024-06-26T13:42:13.388Z,-72
2024-06-26T13:42:23.402Z,-73
2024-06-26T13:42:33.412Z,-73
2024-06-26T13:42:43.425Z,-74
2024-06-26T13:42:53.436Z,-73
2024-06-26T13:43:03.452Z,-73
2024-06-26T13:43:13.464Z,-74
2024-06-26T13:43:23.479Z,-74
2024-06-26T13:43:33.500Z,-74
2024-06-26T13:43:43.522Z,-73
2024-06-26T13:43:53.536Z,-74
2024-06-26T13:44:03.548Z,-73
2024-06-26T13:44:13.562Z,-74
2024-06-26T13:44:23.574Z,-74
2024-06-26T13:44:33.586Z,-73
2024-06-26T13:44:43.604Z,-73
2024-06-26T13:44:53.617Z,-72
2024-06-26T13:45:03.630Z,-73
2024-06-26T13:45:13.644Z,-73
2024-06-26T13:45:23.656Z,-72
2024-06-26T13:45:33.670Z,-73
2024-06-26T13:45:43.686Z,-75
2024-06-26T13:45:53.697Z,-69
2024-06-26T13:46:03.720Z,-76
2024-06-26T13:46:13.730Z,-73
2024-06-26T13:46:23.753Z,-72
2024-06-26T13:46:33.756Z,-71
2024-06-26T13:46:43.770Z,-76
2024-06-26T13:46:53.787Z,-72
2024-06-26T13:47:03.797Z,-69
2024-06-26T13:47:13.810Z,-72
2024-06-26T13:47:23.828Z,-73
2024-06-26T13:47:33.836Z,-70
2024-06-26T13:47:43.849Z,-70
2024-06-26T13:47:53.866Z,-78
2024-06-26T13:48:03.877Z,-82
2024-06-26T13:48:13.888Z,-73
2024-06-26T13:48:23.901Z,-73
2024-06-26T13:48:33.919Z,-74
2024-06-26T13:48:43.930Z,-74
2024-06-26T13:48:53.946Z,-75
2024-06-26T13:49:03.959Z,-73
2024-06-26T13:49:13.970Z,-73
2024-06-26T13:49:23.985Z,-76
2024-06-26T13:49:33.998Z,-77
2024-06-26T13:49:44.010Z,-77
2024-06-26T13:49:54.028Z,-73
2024-06-26T13:50:04.044Z,-73
2024-06-26T13:50:14.060Z,-73
2024-06-26T13:50:24.072Z,-75
2024-06-26T13:50:34.083Z,-72
2024-06-26T13:50:44.096Z,-75
2024-06-26T13:50:54.119Z,-74
2024-06-26T13:51:04.131Z,-72
2024-06-26T13:51:14.144Z,-73
2024-06-26T13:51:24.158Z,-70
2024-06-26T13:51:34.169Z,-74
2024-06-26T13:51:44.181Z,-74
2024-06-26T13:51:54.195Z,-74
2024-06-26T13:52:04.213Z,-74
2024-06-26T13:52:14.224Z,-73
2024-06-26T13:52:24.243Z,-73
2024-06-26T13:52:34.249Z,-74
2024-06-26T13:52:44.270Z,-74
2024-06-26T13:52:54.864Z,-75
2024-06-26T13:53:04.448Z,-74
2024-06-26T13:53:14.479Z,-74
2024-06-26T13:53:24.429Z,-75
2024-06-26T13:53:34.446Z,-74
2024-06-26T13:53:44.459Z,-73
2024-06-26T13:53:54.472Z,-72
2024-06-26T13:54:04.491Z,-73
2024-06-26T13:54:14.503Z,-73
2024-06-26T13:54:24.521Z,-73
2024-06-26T13:54:34.537Z,-74
2024-06-26T13:54:44.550Z,-74
2024-06-26T13:54:54.566Z,-73
2024-06-26T13:55:04.575Z,-72
2024-06-26T13:55:14.589Z,-74
2024-06-26T13:55:24.602Z,-73
2024-06-26T13:55:34.614Z,-72
2024-06-26T13:55:44.628Z,-71
2024-06-26T13:55:54.640Z,-70
2024-06-26T13:56:04.654Z,-72
2024-06-26T13:56:14.676Z,-73
2024-06-26T13:56:24.690Z,-74
2024-06-26T13:56:34.702Z,-76
2024-06-26T13:56:44.715Z,-73
2024-06-26T13:56:54.727Z,-74
2024-06-26T13:57:04.739Z,-72
